,SPAM,text,casefolding,tweet_tokens,tweet_tokens_fdist,tweet_stopwords_removal,tweet_normalized,tweet_tokens_stemmed
10,1.0,"Menjaga kesehatan setiap hari adalah hal yang penting

Jangan lupa selalu sedia Enervon dengan berbagai varian:

Enervon-C Tablet mengandung Vitamin C 500 mg dan Vitamin B Kompleks untuk bantu memelihara kesehatan tubuh biar nggak gampang sakit https://t.co/aQpnI2ZHPs",menjaga kesehatan setiap hari adalah hal yang penting jangan lupa selalu sedia enervon dengan berbagai varian enervonc tablet mengandung vitamin  mg dan vitamin  kompleks untuk bantu memelihara kesehatan tubuh biar nggak gampang sakit,"['menjaga', 'kesehatan', 'setiap', 'hari', 'adalah', 'hal', 'yang', 'penting', 'jangan', 'lupa', 'selalu', 'sedia', 'enervon', 'dengan', 'berbagai', 'varian', 'enervonc', 'tablet', 'mengandung', 'vitamin', 'mg', 'dan', 'vitamin', 'kompleks', 'untuk', 'bantu', 'memelihara', 'kesehatan', 'tubuh', 'biar', 'nggak', 'gampang', 'sakit']",<FreqDist with 31 samples and 33 outcomes>,"['menjaga', 'kesehatan', 'lupa', 'sedia', 'enervon', 'varian', 'enervonc', 'tablet', 'mengandung', 'vitamin', 'mg', 'vitamin', 'kompleks', 'bantu', 'memelihara', 'kesehatan', 'tubuh', 'nggak', 'gampang', 'sakit']","['menjaga', 'kesehatan', 'lupa', 'sedia', 'enervon', 'varian', 'enervonc', 'tablet', 'mengandung', 'vitamin', 'mg', 'vitamin', 'kompleks', 'bantu', 'memelihara', 'kesehatan', 'tubuh', 'nggak', 'gampang', 'sakit']","['jaga', 'sehat', 'lupa', 'sedia', 'enervon', 'varian', 'enervonc', 'tablet', 'kandung', 'vitamin', 'mg', 'vitamin', 'kompleks', 'bantu', 'pelihara', 'sehat', 'tubuh', 'nggak', 'gampang', 'sakit']"
11,1.0,"Menjaga kesehatan setiap hari adalah hal yang penting

Jangan lupa selalu sedia Enervon dengan berbagai varian:

Enervon-C Tablet mengandung Vitamin C 500 mg dan Vitamin B Kompleks untuk bantu memelihara kesehatan tubuh biar nggak gampang sakit https://t.co/nVWsk3E7w8",menjaga kesehatan setiap hari adalah hal yang penting jangan lupa selalu sedia enervon dengan berbagai varian enervonc tablet mengandung vitamin  mg dan vitamin  kompleks untuk bantu memelihara kesehatan tubuh biar nggak gampang sakit,"['menjaga', 'kesehatan', 'setiap', 'hari', 'adalah', 'hal', 'yang', 'penting', 'jangan', 'lupa', 'selalu', 'sedia', 'enervon', 'dengan', 'berbagai', 'varian', 'enervonc', 'tablet', 'mengandung', 'vitamin', 'mg', 'dan', 'vitamin', 'kompleks', 'untuk', 'bantu', 'memelihara', 'kesehatan', 'tubuh', 'biar', 'nggak', 'gampang', 'sakit']",<FreqDist with 31 samples and 33 outcomes>,"['menjaga', 'kesehatan', 'lupa', 'sedia', 'enervon', 'varian', 'enervonc', 'tablet', 'mengandung', 'vitamin', 'mg', 'vitamin', 'kompleks', 'bantu', 'memelihara', 'kesehatan', 'tubuh', 'nggak', 'gampang', 'sakit']","['menjaga', 'kesehatan', 'lupa', 'sedia', 'enervon', 'varian', 'enervonc', 'tablet', 'mengandung', 'vitamin', 'mg', 'vitamin', 'kompleks', 'bantu', 'memelihara', 'kesehatan', 'tubuh', 'nggak', 'gampang', 'sakit']","['jaga', 'sehat', 'lupa', 'sedia', 'enervon', 'varian', 'enervonc', 'tablet', 'kandung', 'vitamin', 'mg', 'vitamin', 'kompleks', 'bantu', 'pelihara', 'sehat', 'tubuh', 'nggak', 'gampang', 'sakit']"
12,1.0,"Akhirnya...
Denpasar-Nagarapageuh (Ciamis)
Start Denpasar 29 April 2022 15.00 WITA sampai Nagarapageuh (ciamis) 1 Mei 2022 05.00 WIB
Langsung Minum Enervon Active biar tak capek

#mudik2022
#lapakkiem
#enervonactive",akhirnya denpasarnagarapageuh ciamis start denpasar april wita sampai nagarapageuh ciamis mei wib langsung minum enervon active biar tak capek,"['akhirnya', 'denpasarnagarapageuh', 'ciamis', 'start', 'denpasar', 'april', 'wita', 'sampai', 'nagarapageuh', 'ciamis', 'mei', 'wib', 'langsung', 'minum', 'enervon', 'active', 'biar', 'tak', 'capek']",<FreqDist with 18 samples and 19 outcomes>,"['denpasarnagarapageuh', 'ciamis', 'start', 'denpasar', 'april', 'wita', 'nagarapageuh', 'ciamis', 'mei', 'wib', 'langsung', 'minum', 'enervon', 'active', 'capek']","['denpasarnagarapageuh', 'ciamis', 'start', 'denpasar', 'april', 'wita', 'nagarapageuh', 'ciamis', 'mei', 'wib', 'langsung', 'minum', 'enervon', 'active', 'capek']","['denpasarnagarapageuh', 'ciamis', 'start', 'denpasar', 'april', 'wita', 'nagarapageuh', 'ciamis', 'mei', 'wib', 'langsung', 'minum', 'enervon', 'active', 'capek']"
13,1.0,"Bantu Tingkatkan Imun Tubuh, Ini Deskripsi, Manfaat, Cara Penggunaan, dan Efek Samping Enervon C https://t.co/EmLvGvS4Iw https://t.co/7V87X9eclQ",bantu tingkatkan imun tubuh ini deskripsi manfaat cara penggunaan dan efek samping enervon ,"['bantu', 'tingkatkan', 'imun', 'tubuh', 'ini', 'deskripsi', 'manfaat', 'cara', 'penggunaan', 'dan', 'efek', 'samping', 'enervon']",<FreqDist with 13 samples and 13 outcomes>,"['bantu', 'tingkatkan', 'imun', 'tubuh', 'deskripsi', 'manfaat', 'penggunaan', 'efek', 'samping', 'enervon']","['bantu', 'tingkatkan', 'imun', 'tubuh', 'deskripsi', 'manfaat', 'penggunaan', 'efek', 'samping', 'enervon']","['bantu', 'tingkat', 'imun', 'tubuh', 'deskripsi', 'manfaat', 'guna', 'efek', 'samping', 'enervon']"
14,1.0,"Selama berpuasa, bila perlu minum Enervon-C dan Enervon Active saat sahur dan berbuka. Bikin semangatmu on terus dan dapat #JalaniBersamaTanpaRagu semua aktivitas selama Ramadan. https://t.co/fbASfVKq4L",selama berpuasa bila perlu minum enervonc dan enervon active saat sahur dan berbuka bikin semangatmu on terus dan dapat semua aktivitas selama ramadan,"['selama', 'berpuasa', 'bila', 'perlu', 'minum', 'enervonc', 'dan', 'enervon', 'active', 'saat', 'sahur', 'dan', 'berbuka', 'bikin', 'semangatmu', 'on', 'terus', 'dan', 'dapat', 'semua', 'aktivitas', 'selama', 'ramadan']",<FreqDist with 20 samples and 23 outcomes>,"['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['puasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'buka', 'semangat', 'on', 'aktivitas', 'ramadan']"
15,1.0,"Selama berpuasa, bila perlu minum Enervon-C dan Enervon Active saat sahur dan berbuka. Bikin semangatmu on terus dan dapat #JalaniBersamaTanpaRagu semua aktivitas selama Ramadan. https://t.co/wsQ7zAwn22",selama berpuasa bila perlu minum enervonc dan enervon active saat sahur dan berbuka bikin semangatmu on terus dan dapat semua aktivitas selama ramadan,"['selama', 'berpuasa', 'bila', 'perlu', 'minum', 'enervonc', 'dan', 'enervon', 'active', 'saat', 'sahur', 'dan', 'berbuka', 'bikin', 'semangatmu', 'on', 'terus', 'dan', 'dapat', 'semua', 'aktivitas', 'selama', 'ramadan']",<FreqDist with 20 samples and 23 outcomes>,"['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['puasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'buka', 'semangat', 'on', 'aktivitas', 'ramadan']"
16,1.0,"Coba cek ini, deh: ""Enervon C 1 Strip/Lembar Isi 4 Tablet"" Rp5.000 di toko Apotek Ungu Farma Tokopedia. Bisa bebas ongkir, lho.
https://t.co/FNYGByLvVK https://t.co/rBhAJg7Mv2",coba cek ini deh enervon  striplembar isi tablet rp di toko apotek ungu farma tokopedia bisa bebas ongkir lho,"['coba', 'cek', 'ini', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'rp', 'di', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho']",<FreqDist with 19 samples and 19 outcomes>,"['coba', 'cek', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bebas', 'ongkir', 'lho']","['coba', 'cek', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bebas', 'ongkir', 'lho']","['coba', 'cek', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bebas', 'ongkir', 'lho']"
17,1.0,"Selama berpuasa, bila perlu minum Enervon-C dan Enervon Active saat sahur dan berbuka. Bikin semangatmu on terus dan dapat #JalaniBersamaTanpaRagu semua aktivitas selama Ramadan. https://t.co/S5EvaOy0E6",selama berpuasa bila perlu minum enervonc dan enervon active saat sahur dan berbuka bikin semangatmu on terus dan dapat semua aktivitas selama ramadan,"['selama', 'berpuasa', 'bila', 'perlu', 'minum', 'enervonc', 'dan', 'enervon', 'active', 'saat', 'sahur', 'dan', 'berbuka', 'bikin', 'semangatmu', 'on', 'terus', 'dan', 'dapat', 'semua', 'aktivitas', 'selama', 'ramadan']",<FreqDist with 20 samples and 23 outcomes>,"['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['puasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'buka', 'semangat', 'on', 'aktivitas', 'ramadan']"
18,1.0,"Selama berpuasa, bila perlu minum Enervon-C dan Enervon Active saat sahur dan berbuka. Bikin semangatmu on terus dan dapat #JalaniBersamaTanpaRagu semua aktivitas selama Ramadan. https://t.co/2h0OCKvISB",selama berpuasa bila perlu minum enervonc dan enervon active saat sahur dan berbuka bikin semangatmu on terus dan dapat semua aktivitas selama ramadan,"['selama', 'berpuasa', 'bila', 'perlu', 'minum', 'enervonc', 'dan', 'enervon', 'active', 'saat', 'sahur', 'dan', 'berbuka', 'bikin', 'semangatmu', 'on', 'terus', 'dan', 'dapat', 'semua', 'aktivitas', 'selama', 'ramadan']",<FreqDist with 20 samples and 23 outcomes>,"['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['berpuasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'berbuka', 'semangatmu', 'on', 'aktivitas', 'ramadan']","['puasa', 'minum', 'enervonc', 'enervon', 'active', 'sahur', 'buka', 'semangat', 'on', 'aktivitas', 'ramadan']"
19,1.0,"Coba cek ini, deh: ""Enervon C 1 Strip/Lembar Isi 4 Tablet"" Rp5.000 di toko Apotek Ungu Farma Tokopedia. Bisa bebas ongkir, lho.
https://t.co/JOkGiS7JEM https://t.co/HCyapsk6yZ",coba cek ini deh enervon  striplembar isi tablet rp di toko apotek ungu farma tokopedia bisa bebas ongkir lho,"['coba', 'cek', 'ini', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'rp', 'di', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bisa', 'bebas', 'ongkir', 'lho']",<FreqDist with 19 samples and 19 outcomes>,"['coba', 'cek', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bebas', 'ongkir', 'lho']","['coba', 'cek', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bebas', 'ongkir', 'lho']","['coba', 'cek', 'deh', 'enervon', 'striplembar', 'isi', 'tablet', 'toko', 'apotek', 'ungu', 'farma', 'tokopedia', 'bebas', 'ongkir', 'lho']"
